FILE_ID,LOAD_TIMESTAMP,ENTRY_NUMBER,ENTRY_DATE,LINE_NO,PART_NO,HTS,COUNTRY_OF_ORIGIN,VALUE,DUTY,ANTIDUMPING,COUNTERVAILING
EXP_00014884,2026-03-09 13:02:52,323-7108069-7,01/23/2026,3,58-590801,8537.10.18.00,Mexico,517.98,12.95,NO,NO
EXP_00014885,2026-03-09 13:02:52,323-7108069-7,01/23/2026,4,73-358665,8484.10.00.90,Mexico,6882.76,0.0,NO,NO
EXP_00014886,2026-03-09 13:02:52,323-7108069-7,01/23/2026,5,83-550331,8302.41.60.30,China,45958.37,3446.88,YES,NO
EXP_00014887,2026-03-09 13:02:52,323-7108069-7,01/23/2026,6,E977919,8411.81.00.00,Mexico,254.12,38.12,NO,NO
EXP_00014888,2026-03-09 13:02:52,323-7108069-7,01/23/2026,7,21-920303,8414.80.22.00,China,595.99,0.0,YES,NO
EXP_00014889,2026-03-09 13:02:52,323-7108069-7,01/23/2026,8,E581489,8511.10.00.00,Mexico,44375.06,4437.51,NO,NO
EXP_00014890,2026-03-09 13:02:52,323-7108069-7,01/23/2026,9,WATER PUMP,8708.70.90.00,China,670.71,33.54,NO,NO
EXP_00014891,2026-03-09 13:02:52,230-1829831-3,02/26/2026,1,80-697716,8414.30.10.00,China,9870.52,246.76,NO,NO
EXP_00014892,2026-03-09 13:02:52,230-1829831-3,02/26/2026,2,37-149839,8708.70.90.00,Mexico,663.22,33.16,NO,NO
EXP_00014893,2026-03-09 13:02:52,230-1829831-3,02/26/2026,3,UNKNOWN-PART-442,8708.30.21.00,United States,3058.83,0.0,NO,NO
EXP_00014894,2026-03-09 13:02:52,230-1829831-3,02/26/2026,4,SO80808,9999.99.99.99,China,7787.6,1946.9,NO,NO
EXP_00014895,2026-03-09 13:02:52,230-1829831-3,02/26/2026,5,TURBO CHARGER,8708.70.90.00,Mexico,83302.56,2082.56,NO,NO
EXP_00014896,2026-03-09 13:02:52,230-1829831-3,02/26/2026,6,SO91125,8708.50.79.00,China,9778.98,488.95,NO,YES
EXP_00014897,2026-03-09 13:02:52,230-1829831-3,02/26/2026,7,13-646968,8301.60.00.00,Mexico,5882.23,0.0,NO,NO
EXP_00014898,2026-03-09 13:02:52,230-1829831-3,02/26/2026,8,XX412932,8483.30.10.00,India,37780.24,1889.01,NO,NO
EXP_00014899,2026-03-09 13:02:52,230-1829831-3,02/26/2026,9,INJECTOR NOZZLE,8408.20.90.90,India,803.49,20.09,NO,YES
EXP_00014900,2026-03-09 13:02:52,230-1829831-3,02/26/2026,10,SO34989,8483.10.10.10,United States,806.08,0.0,NO,NO
EXP_00014901,2026-03-09 13:02:52,230-1829831-3,02/26/2026,11,46-363355,8501.32.00.00,China,84.61,6.35,NO,NO
EXP_00014902,2026-03-09 13:02:52,230-1829831-3,02/26/2026,12,E246983,8421.31.00.00,China,15115.6,3778.9,YES,NO
EXP_00014903,2026-03-09 13:02:52,862-1888980-7,03/10/2026,1,FLYWHEEL ASSY,8408.20.90.20,Mexico,540.65,54.06,NO,NO
EXP_00014904,2026-03-09 13:02:52,862-1888980-7,03/10/2026,2,INVALID-5269,8708.40.90.00,China,1052.97,0.0,YES,YES
EXP_00014905,2026-03-09 13:02:52,862-1888980-7,03/10/2026,3,78-205214,8511.40.00.00,United States,925.94,0.0,NO,NO
EXP_00014906,2026-03-09 13:02:52,862-1888980-7,03/10/2026,4,39-340148,8511.40.00.00,India,8888.12,0.0,NO,YES
EXP_00014907,2026-03-09 13:02:52,862-1888980-7,03/10/2026,5,XX174929,8482.50.00.00,Mexico,6421.04,0.0,,NO
EXP_00014908,2026-03-09 13:02:52,686-9386470-8,02/19/2026,1,SO89986,8501.20.10.17,China,133.36,3.33,NO,NO
EXP_00014909,2026-03-09 13:02:52,686-9386470-8,02/19/2026,2,SO68872,8536.50.10.00,United States,768.03,0.0,NO,NO
EXP_00014910,2026-03-09 13:02:52,686-9386470-8,02/19/2026,3,E461707,8481.80.25.00,China,683.79,34.19,NO,NO
EXP_00014911,2026-03-09 13:02:52,686-9386470-8,02/19/2026,4,SO26502,8414.80.22.00,United States,8491.46,0.0,,NO
EXP_00014912,2026-03-09 13:02:52,686-9386470-8,02/19/2026,5,10-349584,8415.81.00.10,China,584.23,0.0,NO,NO
EXP_00014913,2026-03-09 13:02:52,686-9386470-8,02/19/2026,6,E984440,9999.99.99.99,Mexico,2925.8,219.44,NO,NO
EXP_00014914,2026-03-09 13:02:52,686-9386470-8,02/19/2026,7,10-360129,8483.40.20.00,China,41441.76,1036.04,NO,NO
EXP_00014915,2026-03-09 13:02:52,686-9386470-8,02/19/2026,8,SO24274,8708.99.91.90,China,5790.21,868.53,,
EXP_00014916,2026-03-09 13:02:52,686-9386470-8,02/19/2026,9,28-531553,8414.80.22.00,China,9560.7,0.0,NO,YES
EXP_00014917,2026-03-09 13:02:52,686-9386470-8,02/19/2026,10,WATER PUMP,8408.20.90.20,China,611.67,152.92,NO,NO
EXP_00014918,2026-03-09 13:02:52,686-9386470-8,02/19/2026,11,TURBO CHARGER,9999.99.99.99,Mexico,6305.31,315.27,NO,NO
EXP_00014919,2026-03-09 13:02:52,686-9386470-8,02/19/2026,12,E467784,8484.20.00.00,Mexico,929.08,139.36,NO,NO
EXP_00014920,2026-03-09 13:02:52,686-9386470-8,02/19/2026,13,XX755662,9999.99.99.99,India,5042.2,378.16,NO,NO
EXP_00014921,2026-03-09 13:02:52,686-9386470-8,02/19/2026,14,SO58955,8482.10.10.50,India,9681.9,726.14,NO,NO
EXP_00014922,2026-03-09 13:02:52,686-9386470-8,02/19/2026,15,E217902,8302.41.60.30,India,96036.82,4801.84,NO,NO
EXP_00014923,2026-03-09 13:02:52,775-9652992-2,12/23/2025,1,SO38650,8415.81.00.10,United States,135.21,0.0,NO,NO
EXP_00014924,2026-03-09 13:02:52,775-9652992-2,12/23/2025,2,67-504135,8409.91.99.90,China,70991.02,10648.65,YES,NO
EXP_00014925,2026-03-09 13:02:52,775-9652992-2,12/23/2025,3,28-692317,8409.91.99.90,China,250.87,6.27,NO,NO
EXP_00014926,2026-03-09 13:02:52,775-9652992-2,12/23/2025,4,70-693783,8421.23.00.00,China,967.59,0.0,YES,YES
EXP_00014927,2026-03-09 13:02:52,775-9652992-2,12/23/2025,5,44-499116,8408.20.90.20,United States,1446.47,0.0,NO,NO
EXP_00014928,2026-03-09 13:02:52,775-9652992-2,12/23/2025,6,SO95442,8511.20.10.00,Mexico,458.43,34.38,NO,NO
EXP_00014929,2026-03-09 13:02:52,775-9652992-2,12/23/2025,7,SO21652,8483.30.10.00,Mexico,2724.79,136.24,NO,NO
EXP_00014930,2026-03-09 13:02:52,775-9652992-2,12/23/2025,8,SO46174,8708.91.90.00,Mexico,3371.45,84.29,NO,NO
EXP_00014931,2026-03-09 13:02:52,775-9652992-2,12/23/2025,9,SO56378,8409.91.99.58,United States,102816.66,0.0,NO,NO
EXP_00014932,2026-03-09 13:02:52,775-9652992-2,12/23/2025,10,31-512127,8408.20.90.90,Mexico,737.28,73.73,NO,NO
EXP_00014933,2026-03-09 13:02:52,775-9652992-2,12/23/2025,11,E862417,9999.99.99.99,United States,7448.77,0.0,NO,NO
EXP_00014934,2026-03-09 13:02:52,775-9652992-2,12/23/2025,12,45-346035,6647.89.30.87,China,68542.49,0.0,YES,NO
EXP_00014935,2026-03-09 13:02:52,199-3361802-0,01/21/2026,1,SO30182,9999.99.99.99,China,3733.77,373.38,YES,NO
EXP_00014936,2026-03-09 13:02:52,199-3361802-0,01/21/2026,2,81-782350,8544.30.00.00,India,518.78,77.82,NO,NO
EXP_00014937,2026-03-09 13:02:52,199-3361802-0,01/21/2026,3,54-104464,8408.20.90.21,China,2240.84,168.06,YES,NO
EXP_00014938,2026-03-09 13:02:52,199-3361802-0,01/21/2026,4,TEST95996,8538.90.10.00,China,646.1,64.61,YES,NO
EXP_00014939,2026-03-09 13:02:52,199-3361802-0,01/21/2026,5,80-405945,8482.10.10.50,China,519.37,0.0,YES,NO
EXP_00014940,2026-03-09 13:02:52,199-3361802-0,01/21/2026,6,76-451412,8511.40.00.24,China,8663.49,866.35,NO,NO
EXP_00014941,2026-03-09 13:02:52,199-3361802-0,01/21/2026,7,E967581,8302.41.60.30,United States,9525.53,0.0,NO,NO
EXP_00014942,2026-03-09 13:02:52,199-3361802-0,01/21/2026,8,23-173931,8302.49.80.90,China,139.29,20.89,YES,NO
EXP_00014943,2026-03-09 13:02:52,199-3361802-0,01/21/2026,9,ALTERNATOR,8708.40.90.00,Mexico,132.47,0.0,NO,NO
EXP_00014944,2026-03-09 13:02:52,199-3361802-0,01/21/2026,10,TEST24773,8537.10.18.00,United States,3493.14,0.0,NO,NO
EXP_00014945,2026-03-09 13:02:52,199-3361802-0,01/21/2026,11,CONNECTING ROD,8501.32.00.00,Mexico,6774.5,508.09,NO,NO
EXP_00014946,2026-03-09 13:02:52,199-3361802-0,01/21/2026,12,46-651212,8708.99.15.00,China,4116.53,205.83,YES,NO
EXP_00014947,2026-03-09 13:02:52,199-3361802-0,01/21/2026,13,E613161,8302.41.60.30,India,33616.44,5042.47,NO,NO
EXP_00014948,2026-03-09 13:02:52,199-3361802-0,01/21/2026,14,SO59070,9999.99.99.99,United States,78959.02,0.0,NO,NO
EXP_00014949,2026-03-09 13:02:52,199-3361802-0,01/21/2026,15,SO12174,9999.99.99.99,India,1554.14,233.12,NO,NO
EXP_00014950,2026-03-09 13:02:52,500-3204255-8,02/15/2026,1,INJECTOR NOZZLE,8708.40.90.00,China,52039.15,1300.98,YES,NO
EXP_00014951,2026-03-09 13:02:52,500-3204255-8,02/15/2026,2,63-127168,8708.95.90.00,Mexico,4170.71,208.54,NO,NO
EXP_00014952,2026-03-09 13:02:52,500-3204255-8,02/15/2026,3,E165824,8413.30.90.10,China,668.4,50.13,NO,NO
EXP_00014953,2026-03-09 13:02:52,500-3204255-8,02/15/2026,4,E404843,8413.30.20.00,Mexico,2856.71,214.25,NO,NO
EXP_00014954,2026-03-09 13:02:52,500-3204255-8,02/15/2026,5,SO87100,8544.30.00.00,India,249.56,6.24,NO,NO
EXP_00014955,2026-03-09 13:02:52,500-3204255-8,02/15/2026,6,68-683242,8413.30.20.00,China,69.06,1.73,NO,YES
EXP_00014956,2026-03-09 13:02:52,500-3204255-8,02/15/2026,7,14-161690,8482.50.00.00,Mexico,5801.57,870.24,NO,NO
EXP_00014957,2026-03-09 13:02:52,500-3204255-8,02/15/2026,8,E308539,8411.81.00.00,China,5847.86,146.2,YES,NO
EXP_00014958,2026-03-09 13:02:52,500-3204255-8,02/15/2026,9,CAMSHAFT ASSY,9999.99.99.99,United States,204765.77,0.0,NO,NO
EXP_00014959,2026-03-09 13:02:52,500-3204255-8,02/15/2026,10,E501765,8536.50.10.00,China,8402.54,0.0,NO,NO
EXP_00014960,2026-03-09 13:02:52,500-3204255-8,02/15/2026,11,E270176,8511.20.10.00,China,247.87,24.79,NO,NO
EXP_00014961,2026-03-09 13:02:52,401-6226459-4,10/05/2025,1,SO83440,8708.70.90.00,Mexico,114.77,0.0,NO,NO
EXP_00014962,2026-03-09 13:02:52,401-6226459-4,10/05/2025,2,SO17556,8708.30.21.00,China,800.04,40.0,YES,NO
EXP_00014963,2026-03-09 13:02:52,401-6226459-4,10/05/2025,3,SO80291,8536.50.10.00,China,276450.54,0.0,NO,NO
EXP_00014964,2026-03-09 13:02:52,401-6226459-4,10/05/2025,4,10-647710,8708.91.90.00,China,8159.91,408.0,NO,NO
EXP_00014965,2026-03-09 13:02:52,401-6226459-4,10/05/2025,5,SO28937,8408.20.90.20,United States,381.58,0.0,NO,NO
EXP_00014966,2026-03-09 13:02:52,401-6226459-4,10/05/2025,6,FLYWHEEL ASSY,8536.50.10.00,China,975.77,97.58,NO,NO
EXP_00014967,2026-03-09 13:02:52,660-2123000-3,01/23/2026,1,TEST15856,8511.50.90.00,Mexico,985.38,0.0,NO,NO
EXP_00014968,2026-03-09 13:02:52,660-2123000-3,01/23/2026,2,SO86314,8408.20.90.20,Mexico,174.01,8.7,NO,NO
EXP_00014969,2026-03-09 13:02:52,660-2123000-3,01/23/2026,3,42-875407,8482.50.00.00,United States,7435.56,0.0,NO,NO
EXP_00014970,2026-03-09 13:02:52,660-2123000-3,01/23/2026,4,CONNECTING ROD,8414.59.20.00,Mexico,954.6,143.19,NO,NO
EXP_00014971,2026-03-09 13:02:52,308-1204583-4,01/14/2026,1,E965859,8511.10.00.00,Mexico,1374.41,68.72,NO,NO
EXP_00014972,2026-03-09 13:02:52,308-1204583-4,01/14/2026,2,57-629491,8301.60.00.00,United States,6998.75,0.0,NO,NO
EXP_00014973,2026-03-09 13:02:52,308-1204583-4,01/14/2026,3,36-571336,9999.99.99.99,China,8179.42,408.97,NO,NO
EXP_00014974,2026-03-09 13:02:52,308-1204583-4,01/14/2026,4,SO89735,9999.99.99.99,Mexico,818.61,20.47,NO,NO
EXP_00014975,2026-03-09 13:02:52,308-1204583-4,01/14/2026,5,GASKET KIT,8536.50.90.00,China,9787.28,489.36,NO,NO
EXP_00014976,2026-03-09 13:02:52,308-1204583-4,01/14/2026,6,15-547754,8484.10.00.90,China,380.73,28.55,YES,YES
EXP_00014977,2026-03-09 13:02:52,308-1204583-4,01/14/2026,7,56-794228,6631.41.80.10,India,767.93,0.0,NO,NO
EXP_00014978,2026-03-09 13:02:52,308-1204583-4,01/14/2026,8,E296968,8481.80.25.00,China,376.25,28.22,NO,NO
EXP_00014979,2026-03-09 13:02:52,308-1204583-4,01/14/2026,9,OIL COOLER,1874.11.18.75,China,5450.35,272.52,NO,NO
EXP_00014980,2026-03-09 13:02:52,308-1204583-4,01/14/2026,10,E818458,8544.30.00.00,India,16558.27,2483.74,NO,YES
EXP_00014981,2026-03-09 13:02:52,308-1204583-4,01/14/2026,11,57-899302,8708.50.79.00,China,274.99,41.25,NO,YES
EXP_00014982,2026-03-09 13:02:52,308-1204583-4,01/14/2026,12,SO33522,8302.41.60.30,Mexico,891.13,0.0,NO,NO
EXP_00014983,2026-03-09 13:02:52,632-1317015-2,10/14/2025,1,E381625,8511.30.90.00,Mexico,752.72,0.0,NO,NO
EXP_00014984,2026-03-09 13:02:52,632-1317015-2,10/14/2025,2,24-927371,8302.41.60.30,United States,8634.86,0.0,NO,NO
EXP_00014985,2026-03-09 13:02:52,632-1317015-2,10/14/2025,3,SO35565,8301.60.00.00,United States,110328.96,0.0,NO,NO
EXP_00014986,2026-03-09 13:02:52,632-1317015-2,10/14/2025,4,E517671,8503.00.10.00,Mexico,433351.96,21667.6,NO,NO
EXP_00014987,2026-03-09 13:02:52,632-1317015-2,10/14/2025,5,55-592413,8302.42.30.65,Mexico,295.13,14.76,,NO
EXP_00014988,2026-03-09 13:02:52,632-1317015-2,10/14/2025,6,SO44667,9999.99.99.99,India,5979.49,1494.87,NO,NO
EXP_00014989,2026-03-09 13:02:52,632-1317015-2,10/14/2025,7,E442722,8301.60.00.00,India,392.48,29.44,NO,NO
EXP_00014990,2026-03-09 13:02:52,632-1317015-2,10/14/2025,8,55-540895,8544.30.00.00,Mexico,212.4,15.93,NO,NO
EXP_00014991,2026-03-09 13:02:52,632-1317015-2,10/14/2025,9,CRANKSHAFT,8708.99.15.00,China,512.89,51.29,NO,NO
EXP_00014992,2026-03-09 13:02:52,632-1317015-2,10/14/2025,10,17-571690,8708.95.90.00,Mexico,950.66,142.6,NO,NO
EXP_00014993,2026-03-09 13:02:52,844-3449121-6,11/30/2025,1,SO34268,8708.70.90.00,India,573.97,28.7,NO,NO
EXP_00014994,2026-03-09 13:02:52,844-3449121-6,11/30/2025,2,E720241,8708.91.90.00,China,72022.87,18005.72,NO,NO
EXP_00014995,2026-03-09 13:02:52,844-3449121-6,11/30/2025,3,E399769,8708.99.91.90,United States,6645.43,0.0,NO,NO
EXP_00014996,2026-03-09 13:02:52,844-3449121-6,11/30/2025,4,UNKNOWN-PART-503,9999.99.99.99,China,776.37,19.41,NO,NO
EXP_00014997,2026-03-09 13:02:52,844-3449121-6,11/30/2025,5,35-622445,8511.20.10.00,China,44740.08,2237.0,,
EXP_00014998,2026-03-09 13:02:52,844-3449121-6,11/30/2025,6,SO22551,8302.49.80.90,United States,8776.92,0.0,NO,NO
EXP_00014999,2026-03-09 13:02:52,844-3449121-6,11/30/2025,7,36-426963,8411.99.00.00,Mexico,134.38,13.44,NO,NO
EXP_00015000,2026-03-09 13:02:52,844-3449121-6,11/30/2025,8,E708990,8483.30.10.00,Mexico,36742.06,0.0,NO,NO
EXP_00015001,2026-03-09 13:02:52,844-3449121-6,11/30/2025,9,68-761540,8481.80.25.00,Mexico,56020.5,2801.02,,NO
EXP_00015002,2026-03-09 13:02:52,844-3449121-6,11/30/2025,10,30-800132,8302.42.30.65,United States,4469.02,0.0,NO,NO
EXP_00015003,2026-03-09 13:02:52,844-3449121-6,11/30/2025,11,SO29846,8544.30.00.88,China,7562.68,0.0,NO,NO
EXP_00015004,2026-03-09 13:02:52,844-3449121-6,11/30/2025,12,17-767848,8708.30.21.00,Mexico,88327.52,0.0,NO,NO
EXP_00015005,2026-03-09 13:02:52,844-3449121-6,11/30/2025,13,SO42153,8544.30.00.00,United States,15257.85,0.0,NO,NO
EXP_00015006,2026-03-09 13:02:52,809-9218624-0,10/06/2025,1,XX236155,8483.90.90.10,United States,908.55,0.0,NO,NO
EXP_00015007,2026-03-09 13:02:52,809-9218624-0,10/06/2025,2,E700925,8408.20.10.00,Mexico,30358.79,2276.91,NO,NO
EXP_00015008,2026-03-09 13:02:52,809-9218624-0,10/06/2025,3,86-894796,8414.80.22.75,India,2472.62,61.82,NO,NO
EXP_00015009,2026-03-09 13:02:52,809-9218624-0,10/06/2025,4,36-567724,8481.80.25.00,Mexico,97.78,0.0,NO,NO
EXP_00015010,2026-03-09 13:02:52,809-9218624-0,10/06/2025,5,31-589536,8544.30.00.00,Mexico,4413.41,662.01,NO,NO
EXP_00015011,2026-03-09 13:02:52,809-9218624-0,10/06/2025,6,CRANKSHAFT,8302.49.80.90,China,7042.51,0.0,YES,NO
EXP_00015012,2026-03-09 13:02:52,809-9218624-0,10/06/2025,7,82-160592,8708.99.15.00,United States,444.02,0.0,NO,NO
EXP_00015013,2026-03-09 13:02:52,294-9501321-7,01/24/2026,1,67-399921,8708.30.90.10,United States,362.81,0.0,NO,NO
EXP_00015014,2026-03-09 13:02:52,294-9501321-7,01/24/2026,2,E129673,8408.20.90.90,Mexico,572.26,42.92,NO,NO
EXP_00015015,2026-03-09 13:02:52,294-9501321-7,01/24/2026,3,UNKNOWN-PART-365,8409.91.10.00,United States,4366.94,0.0,YES,
EXP_00015016,2026-03-09 13:02:52,294-9501321-7,01/24/2026,4,SO97749,8414.59.20.00,Mexico,86006.23,8600.62,NO,NO
EXP_00015017,2026-03-09 13:02:52,294-9501321-7,01/24/2026,5,E805309,8708.99.91.90,United States,8756.29,0.0,NO,NO
EXP_00015018,2026-03-09 13:02:52,871-4696068-7,10/13/2025,1,56-270178,8302.42.30.65,China,4134.8,310.11,,
EXP_00015019,2026-03-09 13:02:52,449-9206401-3,01/25/2026,1,SO96140,4768.84.61.30,China,379.86,37.99,YES,NO
EXP_00015020,2026-03-09 13:02:52,449-9206401-3,01/25/2026,2,CONNECTING ROD,8302.41.60.30,United States,3289.43,0.0,NO,NO
EXP_00015021,2026-03-09 13:02:52,449-9206401-3,01/25/2026,3,XX566486,8484.20.00.00,United States,235.58,0.0,NO,NO
EXP_00015022,2026-03-09 13:02:52,449-9206401-3,01/25/2026,4,INVALID-7726,9999.99.99.99,China,22150.57,553.76,NO,NO
EXP_00015023,2026-03-09 13:02:52,449-9206401-3,01/25/2026,5,SO53534,8481.20.10.00,India,525.51,13.14,NO,YES
EXP_00015024,2026-03-09 13:02:52,449-9206401-3,01/25/2026,6,INJECTOR NOZZLE,8411.81.00.00,India,198.04,4.95,NO,YES
EXP_00015025,2026-03-09 13:02:52,882-3435572-0,10/17/2025,1,SO24176,8483.90.90.10,China,103267.85,5163.39,NO,NO
EXP_00015026,2026-03-09 13:02:52,882-3435572-0,10/17/2025,2,41-527669,8501.20.10.00,China,346.3,17.32,YES,NO
EXP_00015027,2026-03-09 13:02:52,882-3435572-0,10/17/2025,3,VALVE SPRING,8501.10.10.00,Mexico,685.58,102.84,NO,
EXP_00015028,2026-03-09 13:02:52,882-3435572-0,10/17/2025,4,25-679837,8511.20.10.00,Mexico,8760.97,657.07,NO,NO
EXP_00015029,2026-03-09 13:02:52,882-3435572-0,10/17/2025,5,67-599922,8501.10.10.00,Mexico,475.67,0.0,NO,NO
EXP_00015030,2026-03-09 13:02:52,456-6096071-4,12/23/2025,1,11-296838,8302.41.60.30,Mexico,1693.05,0.0,NO,NO
EXP_00015031,2026-03-09 13:02:52,456-6096071-4,12/23/2025,2,54-539743,8481.80.25.93,China,7969.91,398.5,YES,NO
EXP_00015032,2026-03-09 13:02:52,456-6096071-4,12/23/2025,3,E166183,8708.40.90.00,China,386849.66,29013.72,NO,YES
EXP_00015033,2026-03-09 13:02:52,435-4929474-7,11/07/2025,1,37-669796,8708.40.90.00,China,8761.91,657.14,NO,
EXP_00015034,2026-03-09 13:02:52,435-4929474-7,11/07/2025,2,INVALID-6152,8408.20.90.20,India,129.84,0.0,NO,NO
EXP_00015035,2026-03-09 13:02:52,435-4929474-7,11/07/2025,3,53-726105,8511.50.90.00,China,8868.47,0.0,NO,NO
EXP_00015036,2026-03-09 13:02:52,435-4929474-7,11/07/2025,4,UNKNOWN-PART-479,9999.99.99.99,China,766.02,19.15,NO,NO
EXP_00015037,2026-03-09 13:02:52,435-4929474-7,11/07/2025,5,E193616,8408.20.90.90,Mexico,792.52,39.63,NO,NO
EXP_00015038,2026-03-09 13:02:52,435-4929474-7,11/07/2025,6,E868686,9999.99.99.99,China,9760.15,976.02,YES,NO
EXP_00015039,2026-03-09 13:02:52,435-4929474-7,11/07/2025,7,23-233223,8415.81.00.10,India,212.58,15.94,NO,NO
EXP_00015040,2026-03-09 13:02:52,435-4929474-7,11/07/2025,8,11-182057,8483.30.10.00,Mexico,847.75,42.39,NO,NO
EXP_00015041,2026-03-09 13:02:52,435-4929474-7,11/07/2025,9,73-523861,8415.81.00.10,Mexico,250.52,37.58,NO,NO
EXP_00015042,2026-03-09 13:02:52,435-4929474-7,11/07/2025,10,SO27947,8414.30.10.00,China,54103.76,4057.78,YES,NO
EXP_00015043,2026-03-09 13:02:52,435-4929474-7,11/07/2025,11,58-427132,8409.91.10.00,Mexico,801.61,60.12,NO,NO
EXP_00015044,2026-03-09 13:02:52,909-5446573-0,02/16/2026,1,XX502628,8511.30.90.00,India,46723.66,1168.09,NO,NO
EXP_00015045,2026-03-09 13:02:52,909-5446573-0,02/16/2026,2,E141412,9999.99.99.99,China,749.6,18.74,NO,NO
EXP_00015046,2026-03-09 13:02:52,909-5446573-0,02/16/2026,3,E852545,8538.90.10.00,Mexico,330591.67,0.0,NO,NO
EXP_00015047,2026-03-09 13:02:52,909-5446573-0,02/16/2026,4,SO67399,8481.80.25.00,Mexico,7708.79,0.0,NO,NO
EXP_00015048,2026-03-09 13:02:52,909-5446573-0,02/16/2026,5,E684369,8484.20.00.00,China,93767.31,14065.1,,YES
EXP_00015049,2026-03-09 13:02:52,909-5446573-0,02/16/2026,6,SO84540,8708.30.90.10,China,81059.02,6079.43,NO,NO
EXP_00015050,2026-03-09 13:02:52,909-5446573-0,02/16/2026,7,E416700,8481.80.25.00,China,107.09,8.03,YES,NO
EXP_00015051,2026-03-09 13:02:52,909-5446573-0,02/16/2026,8,UNKNOWN-PART-979,7400.21.55.65,China,646.92,0.0,NO,NO
EXP_00015052,2026-03-09 13:02:52,909-5446573-0,02/16/2026,9,58-692520,8708.95.90.00,India,5786.0,0.0,NO,NO
EXP_00015053,2026-03-09 13:02:52,909-5446573-0,02/16/2026,10,13-602994,8408.20.90.37,China,6249.51,312.48,YES,NO
EXP_00015054,2026-03-09 13:02:52,909-5446573-0,02/16/2026,11,65-335719,8408.20.10.00,India,3805.56,570.83,NO,NO
EXP_00015055,2026-03-09 13:02:52,909-5446573-0,02/16/2026,12,63-403153,8708.30.90.10,Mexico,223.77,55.94,NO,NO
EXP_00015056,2026-03-09 13:02:52,909-5446573-0,02/16/2026,13,87-997769,8708.95.90.00,China,666.84,166.71,YES,NO
EXP_00015057,2026-03-09 13:02:52,909-5446573-0,02/16/2026,14,SO54741,8484.10.00.90,Mexico,172.95,12.97,,NO
EXP_00015058,2026-03-09 13:02:52,125-5002498-7,10/31/2025,1,56-961329,8511.40.00.00,China,438.37,21.92,NO,NO
EXP_00015059,2026-03-09 13:02:52,125-5002498-7,10/31/2025,2,80-923126,8411.99.00.00,United States,2459.52,0.0,NO,NO
EXP_00015060,2026-03-09 13:02:52,125-5002498-7,10/31/2025,3,E475673,8484.20.00.00,China,351464.11,0.0,NO,NO
EXP_00015061,2026-03-09 13:02:52,125-5002498-7,10/31/2025,4,E617564,8511.50.90.00,India,1085.74,0.0,NO,NO
EXP_00015062,2026-03-09 13:02:52,125-5002498-7,10/31/2025,5,INVALID-9189,8421.31.00.00,United States,5592.1,0.0,NO,NO
EXP_00015063,2026-03-09 13:02:52,125-5002498-7,10/31/2025,6,E340235,8411.99.00.00,India,900.65,135.1,NO,NO
EXP_00015064,2026-03-09 13:02:52,125-5002498-7,10/31/2025,7,E683089,8708.50.79.00,China,985.66,147.85,YES,NO
EXP_00015065,2026-03-09 13:02:52,125-5002498-7,10/31/2025,8,INVALID-6633,8708.30.90.10,Mexico,282.74,0.0,NO,NO
EXP_00015066,2026-03-09 13:02:52,125-5002498-7,10/31/2025,9,E287418,8481.80.25.00,Mexico,228869.11,11443.46,NO,NO
EXP_00015067,2026-03-09 13:02:52,708-3232991-7,03/08/2026,1,FLYWHEEL ASSY,8482.10.10.50,Mexico,393.51,29.51,NO,NO
EXP_00015068,2026-03-09 13:02:52,708-3232991-7,03/08/2026,2,TEST70004,8414.59.20.00,India,78624.9,5896.87,NO,NO
EXP_00015069,2026-03-09 13:02:52,708-3232991-7,03/08/2026,3,SO82736,8482.50.00.00,China,239.33,0.0,NO,
EXP_00015070,2026-03-09 13:02:52,708-3232991-7,03/08/2026,4,90-380661,8544.30.00.00,China,193.7,14.53,NO,YES
EXP_00015071,2026-03-09 13:02:52,708-3232991-7,03/08/2026,5,SO21649,8482.10.10.50,China,2731.89,0.0,NO,NO
EXP_00015072,2026-03-09 13:02:52,708-3232991-7,03/08/2026,6,90-215249,8408.20.10.43,Mexico,455.51,68.33,NO,NO
EXP_00015073,2026-03-09 13:02:52,708-3232991-7,03/08/2026,7,OIL COOLER,8503.00.10.00,Mexico,612.56,45.94,NO,NO
EXP_00015074,2026-03-09 13:02:52,708-3232991-7,03/08/2026,8,43-659860,8708.30.90.10,Mexico,7158.37,715.84,NO,NO
EXP_00015075,2026-03-09 13:02:52,708-3232991-7,03/08/2026,9,18-934683,8708.40.90.00,China,23691.02,0.0,YES,NO
EXP_00015076,2026-03-09 13:02:52,708-3232991-7,03/08/2026,10,FLYWHEEL ASSY,8301.60.00.00,Mexico,395.37,0.0,NO,NO
EXP_00015077,2026-03-09 13:02:52,708-3232991-7,03/08/2026,11,E425789,8408.20.90.20,Mexico,2664.62,133.23,NO,NO
EXP_00015078,2026-03-09 13:02:52,822-1600629-5,03/07/2026,1,VALVE SPRING,6735.35.40.55,China,5096.15,0.0,NO,NO
EXP_00015079,2026-03-09 13:02:52,822-1600629-5,03/07/2026,2,OIL COOLER,8511.20.10.00,India,358.51,8.96,NO,NO
EXP_00015080,2026-03-09 13:02:52,822-1600629-5,03/07/2026,3,49-761548,8301.60.00.00,China,317.21,0.0,YES,YES
