DATEI_ID,LADEN_ZEIT,EINTRITTSNUMMER,EINTRITTSDATUM,ZEILE,TEILENUMMER,ZOLLTARIFNUMMER,URSPRUNGSLAND,WARENWERT,ZOLLBETRAG,ANTIDUMPING_ZOLL,AUSGLEICHSZOLL
KN_00005461,09.03.2026 13:01:38,DE-2025-177709,26.01.2026,6,NOCKENWELLE,8482 5000 00,CHN,"5.717,52","142,93",,
KN_00005462,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,1,SO62924,8503 0095 80,KOR,"594,87","14,86",NEIN,NEIN
KN_00005463,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,2,UNBEKANNT-TEIL-808,8421 3100 00,KOR,"1.082,02","0,00",NEIN,NEIN
KN_00005464,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,3,XX511233,8415 8100 10,USA,"8.932,70","0,00",NEIN,NEIN
KN_00005465,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,4,XX301152,8414 8022 00,DEU,"16.626,15","0,00",NEIN,NEIN
KN_00005466,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,5,E876042,8409 9110 00,MEX,"6.114,01","0,00",NEIN,NEIN
KN_00005467,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,6,SO17384,8536 5090 00,MEX,"7.520,18","188,00",NEIN,NEIN
KN_00005468,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,7,91-964698,8409 9199 90,DEU,"5.722,90","0,00",NEIN,NEIN
KN_00005469,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,8,E437326,8483 4020 00,DEU,"115,43","0,00",NEIN,NEIN
KN_00005470,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,9,SO18965,8708 3090 10,IND,"112.361,61","5.618,07",NEIN,
KN_00005471,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,10,E899176,8307 9000 00,CHN,"932,78","0,00",NEIN,NEIN
KN_00005472,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,11,93-477260,8511 4000 00,KOR,"92.515,88","2.312,90",JA,NEIN
KN_00005473,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,12,SO92342,8414 8022 00,CHN,"737,74","55,32",JA,NEIN
KN_00005474,09.03.2026 13:01:38,DE-2025-480116,27.03.2026,13,58-948080,8708 8090 00,KOR,"157.047,54","0,00",NEIN,NEIN
KN_00005475,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,1,37-230769,8414 3010 00,TWN,"5.462,02","273,10",NEIN,NEIN
KN_00005476,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,2,XX146459,8408 2090 20,IND,"615,27","92,29",NEIN,NEIN
KN_00005477,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,3,E896675,8483 9090 10,DEU,"84.370,38","0,00",NEIN,NEIN
KN_00005478,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,4,SO54606,8708 5079 00,IND,"610,89","91,64",NEIN,JA
KN_00005479,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,5,UNGÜLTIG-7256,8708 9590 00,MEX,"930,84","69,81",NEIN,NEIN
KN_00005480,09.03.2026 13:01:38,DE-2025-498551,20.02.2026,6,73-233929,8460 3010 00,CHN,"955,71","23,89",NEIN,NEIN
KN_00005481,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,1,26-535178,8408 2010 00,MEX,"87,60","13,14",NEIN,NEIN
KN_00005482,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,2,UNBEKANNT-TEIL-134,8484 1000 90,MEX,"816,47","20,41",NEIN,NEIN
KN_00005483,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,3,30-446437,8501 3200 00,MEX,"459,62","11,49",NEIN,NEIN
KN_00005484,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,4,55-456844,8553 9090 10,USA,"494,12","0,00",NEIN,NEIN
KN_00005485,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,5,TEST61751,8708 9991 90,TWN,"54.802,77","8.220,42",NEIN,NEIN
KN_00005486,09.03.2026 13:01:38,DE-2025-484688,04.01.2026,6,SO66912,8708 3021 00,KOR,"544,90","136,22",JA,NEIN
KN_00005487,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,1,60-521262,8483 4020 00,CHN,"85.241,88","8.524,19",NEIN,NEIN
KN_00005488,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,2,UNBEKANNT-TEIL-155,8482 1010 50,IND,"710,30","35,52",NEIN,NEIN
KN_00005489,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,3,XX219960,9999 2515 94,USA,"8.969,93","0,00",NEIN,NEIN
KN_00005490,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,4,57-723780,8484 1000 90,CHN,"985,95","24,64",NEIN,NEIN
KN_00005491,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,5,ÖLKÜHLER,8399 4200 00,MEX,"938,12","93,81",NEIN,NEIN
KN_00005492,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,6,56-501258,1234 1807 35,CHN,"627,75","62,78",NEIN,NEIN
KN_00005493,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,7,SO54141,8503 0095 80,MEX,"7.718,34","1.157,75",NEIN,NEIN
KN_00005494,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,8,E213232,8421 3100 00,MEX,"72.782,03","10.917,30",NEIN,NEIN
KN_00005495,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,9,93-173161,8503 0095 80,USA,"4.436,38","0,00",NEIN,NEIN
KN_00005496,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,10,12-684808,8411 9900 00,TWN,"196,96","4,92",NEIN,NEIN
KN_00005497,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,11,E138409,8334 4980 90,CHN,"4.133,53","413,35",JA,NEIN
KN_00005498,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,12,71-529066,8421 3100 00,IND,"164,53","12,33",NEIN,NEIN
KN_00005499,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,13,E763042,8415 8100 10,POL,"2.742,21","411,32",NEIN,NEIN
KN_00005500,09.03.2026 13:01:38,DE-2025-894911,02.01.2026,14,E907484,8537 1018 00,MEX,"750,20","56,25",NEIN,NEIN
KN_00005501,09.03.2026 13:01:38,DE-2025-876150,29.03.2026,1,TEST95319,8532 3090 00,MEX,"704,76","0,00",NEIN,NEIN
KN_00005502,09.03.2026 13:01:38,DE-2025-876150,29.03.2026,2,51-261998,8307 1010 00,MEX,"903,37","67,75",NEIN,NEIN
KN_00005503,09.03.2026 13:01:38,DE-2025-742378,18.03.2026,1,SO27586,0000 9355 65,CHN,"45.581,73","2.279,09",JA,NEIN
KN_00005504,09.03.2026 13:01:38,DE-2025-742378,18.03.2026,2,SO76677,8481 2010 00,USA,"210,06","0,00",NEIN,NEIN
KN_00005505,09.03.2026 13:01:38,DE-2025-742378,18.03.2026,3,TEST15742,8536 5090 00,MEX,"4.617,93","115,45",NEIN,NEIN
KN_00005506,09.03.2026 13:01:38,DE-2025-742378,18.03.2026,4,46-676484,8557 5090 00,CHN,"215.363,14","21.536,31",NEIN,NEIN
KN_00005507,09.03.2026 13:01:38,DE-2025-742378,18.03.2026,5,SO70546,8708 3090 10,CHN,"690,35","51,78",NEIN,JA
KN_00005508,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,1,SO89924,8481 8025 00,TWN,"1.808,25","45,21",NEIN,NEIN
KN_00005509,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,2,SO75007,8307 9000 00,CHN,"431,38","21,57",JA,NEIN
KN_00005510,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,3,TEST55688,8483 9090 10,MEX,"7.037,32","703,73",JA,
KN_00005511,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,4,XX620307,1234 8384 17,USA,"90.943,33","0,00",NEIN,NEIN
KN_00005512,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,5,43-629091,8708 5079 00,MEX,"6.628,56","497,13",NEIN,NEIN
KN_00005513,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,6,SO80471,8414 3010 00,CHN,"299,55","29,96",NEIN,NEIN
KN_00005514,09.03.2026 13:01:38,DE-2025-366892,08.03.2026,7,KOLBENRINGSATZ,8503 0010 00,DEU,"1.890,22","0,00",NEIN,NEIN
KN_00005515,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,1,SO46593,8582 4020 00,MEX,"7.217,60","360,87",NEIN,NEIN
KN_00005516,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,2,73-955735,8503 8025 00,MEX,"15.388,72","384,72",NEIN,NEIN
KN_00005517,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,3,SO12139,8413 3090 10,DEU,"216,84","0,00",NEIN,NEIN
KN_00005518,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,4,E291692,8519 3100 00,CHN,"294,08","29,41",NEIN,JA
KN_00005519,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,5,SO78044,8503 0095 80,USA,"211,87","0,00",NEIN,NEIN
KN_00005520,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,6,UNBEKANNT-TEIL-658,8536 5010 00,CHN,"173,84","8,68",NEIN,NEIN
KN_00005521,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,7,97-875524,8483 3010 00,USA,"8.317,80","0,00",NEIN,NEIN
KN_00005522,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,8,34-677749,8708 9590 00,POL,"8.427,47","421,37",NEIN,NEIN
KN_00005523,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,9,UNBEKANNT-TEIL-158,8498 8025 00,CHN,"271.058,04","13.552,89",JA,NEIN
KN_00005524,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,10,VENTILFEDER,0000 4288 45,IND,"315,35","0,00",NEIN,NEIN
KN_00005525,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,11,27-160076,8483 4020 00,CHN,"799,49","39,96",JA,NEIN
KN_00005526,09.03.2026 13:01:38,DE-2025-699628,25.02.2026,12,SO57759,8421 3100 00,KOR,"6.465,93","484,94",NEIN,NEIN
KN_00005527,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,1,E934483,5678 9659 12,MEX,"194,87","4,87",NEIN,NEIN
KN_00005528,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,2,XX661905,8536 5090 00,POL,"5.226,17","783,92",NEIN,NEIN
KN_00005529,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,3,UNGÜLTIG-2431,8408 2090 20,USA,"2.672,15","0,00",NEIN,NEIN
KN_00005530,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,4,SO24335,8389 1010 00,CHN,"1.482,86","148,28",JA,NEIN
KN_00005531,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,5,97-425403,8484 2000 00,POL,"1.194,41","89,57",NEIN,NEIN
KN_00005532,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,6,E594266,5678 6132 37,USA,"4.775,40","0,00",NEIN,NEIN
KN_00005533,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,7,SO30351,8544 3000 00,USA,"5.981,07","0,00",NEIN,NEIN
KN_00005534,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,8,SO66540,8482 5000 00,USA,"4.919,78","0,00",NEIN,NEIN
KN_00005535,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,9,76-600921,8415 8100 10,KOR,"494,56","12,35",NEIN,NEIN
KN_00005536,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,10,TEST98182,8302 4200 00,USA,"6.389,48","0,00",NEIN,NEIN
KN_00005537,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,11,SO95328,8413 3090 10,IND,"246,93","6,16",NEIN,NEIN
KN_00005538,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,12,E685713,9999 4142 35,USA,"435,47","0,00",NEIN,NEIN
KN_00005539,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,13,XX498438,8708 3021 00,IND,"1.666,04","0,00",NEIN,JA
KN_00005540,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,14,SO78136,8708 8090 00,CHN,"7.374,35","737,44",NEIN,JA
KN_00005541,09.03.2026 13:01:38,DE-2025-100218,24.01.2026,15,35-347021,8708 3021 00,CHN,"84.125,96","6.309,44",NEIN,NEIN
KN_00005542,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,1,SO90093,8491 9110 00,CZE,"486.910,66","24.345,52",NEIN,NEIN
KN_00005543,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,2,80-542664,8483 9090 10,MEX,"8.674,45","867,45",NEIN,NEIN
KN_00005544,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,3,E732771,8482 5000 00,POL,"668,83","100,31",NEIN,NEIN
KN_00005545,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,4,XX799521,8708 3090 10,MEX,"7.392,81","739,27",NEIN,NEIN
KN_00005546,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,5,52-316391,8708 3090 10,CHN,"8.409,18","420,45",NEIN,NEIN
KN_00005547,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,6,E965430,8413 3090 10,CHN,"9.469,59","2.367,40",NEIN,NEIN
KN_00005548,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,7,49-281681,8445 2090 90,TWN,"2.810,46","421,56",JA,NEIN
KN_00005549,09.03.2026 13:01:38,DE-2025-332663,25.02.2026,8,SO19665,8302 4980 90,IND,"1.700,79","85,04",NEIN,NEIN
KN_00005550,09.03.2026 13:01:38,DE-2025-755408,07.01.2026,1,SO61719,8537 1018 00,MEX,"1.249,21","31,23",NEIN,NEIN
KN_00005551,09.03.2026 13:01:38,DE-2025-755408,07.01.2026,2,80-297368,8501 2010 00,USA,"570,71","0,00",NEIN,NEIN
KN_00005552,09.03.2026 13:01:38,DE-2025-755408,07.01.2026,3,E250404,8501 3200 00,USA,"147,40","0,00",NEIN,NEIN
KN_00005553,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,1,E322009,8708 4090 00,CZE,"8.234,27","205,86",NEIN,NEIN
KN_00005554,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,2,43-821665,8411 9900 00,CHN,"919,99","92,00",NEIN,NEIN
KN_00005555,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,3,SO21907,8302 4100 00,CHN,"162,94","0,00",NEIN,NEIN
KN_00005556,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,4,PLEUELSTANGE,1234 1797 82,MEX,"79.570,16","0,00",NEIN,NEIN
KN_00005557,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,5,42-202597,8481 2010 00,CHN,"163,68","12,27",NEIN,NEIN
KN_00005558,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,6,SO31070,8773 9991 90,IND,"6.541,71","0,00",NEIN,NEIN
KN_00005559,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,7,UNGÜLTIG-8825,8498 8100 10,USA,"8.208,12","0,00",NEIN,NEIN
KN_00005560,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,8,96-759792,8501 1010 00,POL,"121,42","0,00",NEIN,NEIN
KN_00005561,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,9,E738646,8708 8090 00,USA,"4.464,10","0,00",,NEIN
KN_00005562,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,10,TEST29908,8501 3200 00,USA,"1.015,66","0,00",NEIN,NEIN
KN_00005563,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,11,E913617,8804 5079 00,MEX,"180,36","18,03",NEIN,NEIN
KN_00005564,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,12,16-718496,8484 1000 90,MEX,"714,46","17,85",NEIN,NEIN
KN_00005565,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,13,50-790338,8708 9190 00,MEX,"148.032,00","0,00",NEIN,NEIN
KN_00005566,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,14,SO32892,8302 4100 00,CHN,"859,73","42,99",NEIN,NEIN
KN_00005567,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,15,SO26692,8414 8022 00,CHN,"721,75","54,13",NEIN,NEIN
KN_00005568,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,16,45-909266,8536 5010 00,DEU,"230.834,33","0,00",,NEIN
KN_00005569,09.03.2026 13:01:38,DE-2025-732930,14.01.2026,17,82-600430,9999 2676 30,USA,"1.382,74","0,00",NEIN,NEIN
KN_00005570,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,1,LICHTMASCHINE,8307 1010 00,CHN,"48.737,90","0,00",NEIN,NEIN
KN_00005571,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,2,E951798,8538 9010 00,IND,"724,08","0,00",NEIN,NEIN
KN_00005572,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,3,XX277779,8501 1010 00,DEU,"84.510,39","0,00",NEIN,NEIN
KN_00005573,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,4,SO85062,8491 8100 00,CHN,"963,12","24,07",NEIN,NEIN
KN_00005574,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,5,E654758,8408 2090 90,MEX,"48.788,98","3.659,17",NEIN,NEIN
KN_00005575,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,6,E859791,8411 9900 00,TWN,"8.191,73","819,16",NEIN,NEIN
KN_00005576,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,7,UNGÜLTIG-6815,8411 9900 00,KOR,"955,70","47,78",NEIN,NEIN
KN_00005577,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,8,E666946,9999 7777 18,MEX,"4.309,30","215,46",JA,JA
KN_00005578,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,9,SO20352,8408 2090 90,CZE,"898,62","67,40",NEIN,NEIN
KN_00005579,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,10,92-695789,8483 4020 00,CHN,"13.798,28","1.379,82",JA,NEIN
KN_00005580,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,11,E924969,8307 1010 00,CHN,"345,54","86,37",NEIN,NEIN
KN_00005581,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,12,59-526070,8411 8100 00,MEX,"6.726,39","1.681,59",NEIN,NEIN
KN_00005582,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,13,E209808,1234 1760 79,MEX,"4.845,11","363,37",NEIN,NEIN
KN_00005583,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,14,E628475,8421 2300 00,CHN,"5.260,30","394,51",NEIN,NEIN
KN_00005584,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,15,65-975687,8558 3200 00,TWN,"444,42","11,10",JA,NEIN
KN_00005585,09.03.2026 13:01:38,DE-2025-948269,08.01.2026,16,E887327,8409 9199 90,POL,"396,76","59,52",NEIN,NEIN
KN_00005586,09.03.2026 13:01:38,DE-2025-667363,05.02.2026,1,UNBEKANNT-TEIL-443,8501 2010 00,POL,"6.952,42","0,00",,
KN_00005587,09.03.2026 13:01:38,DE-2025-667363,05.02.2026,2,WASSERPUMPE,5678 1658 49,CHN,"98.416,52","4.920,82",JA,NEIN
KN_00005588,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,1,E467474,8708 3021 00,IND,"8.049,36","2.012,33",NEIN,NEIN
KN_00005589,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,2,14-457635,8708 9915 00,MEX,"35.477,44","2.660,80",NEIN,NEIN
KN_00005590,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,3,SO90469,8409 9110 00,CHN,"113,45","11,34",JA,NEIN
KN_00005591,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,4,SO34783,8536 5010 00,TWN,"265,93","19,94",NEIN,NEIN
KN_00005592,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,5,E796198,8501 1010 00,CZE,"520,52","52,04",NEIN,NEIN
KN_00005593,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,6,25-338390,8408 2010 00,USA,"625,52","0,00",NEIN,NEIN
KN_00005594,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,7,27-269879,8408 2090 20,CHN,"7.508,27","1.877,06",JA,NEIN
KN_00005595,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,8,SO22416,8708 3090 10,MEX,"3.253,67","244,03",NEIN,NEIN
KN_00005596,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,9,E770611,8484 2000 00,CHN,"4.771,82","357,88",NEIN,NEIN
KN_00005597,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,10,SO36675,8708 9915 00,CZE,"734,78","55,10",NEIN,NEIN
KN_00005598,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,11,SO42607,5678 1298 86,IND,"4.784,39","239,21",NEIN,NEIN
KN_00005599,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,12,97-747411,8415 8100 10,CHN,"9.192,70","919,26",,
KN_00005600,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,13,KOLBENRINGSATZ,8302 4980 90,MEX,"9.706,55","0,00",NEIN,NEIN
KN_00005601,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,14,SO37369,8307 9000 00,CHN,"501,31","37,60",,
KN_00005602,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,15,16-518062,8511 4000 00,MEX,"85.741,52","6.430,60",NEIN,NEIN
KN_00005603,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,16,SO14918,8536 5010 00,USA,"1.294,69","0,00",NEIN,NEIN
KN_00005604,09.03.2026 13:01:38,DE-2025-415150,28.03.2026,17,98-526060,8708 9190 00,MEX,"27.470,41","1.373,51",NEIN,NEIN
KN_00005605,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,1,33-132946,8411 9900 00,KOR,"65.133,26","3.256,65",JA,NEIN
KN_00005606,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,2,33-273649,8708 9915 00,IND,"246.527,64","12.326,37",NEIN,NEIN
KN_00005607,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,3,SO74256,0000 9786 82,MEX,"5.569,60","0,00",NEIN,NEIN
KN_00005608,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,4,SCHWUNGRAD,8778 3090 10,IND,"852,82","213,19",NEIN,NEIN
KN_00005609,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,5,EINSPRITZDÜSE,8511 5090 00,TWN,"410.769,57","0,00",NEIN,NEIN
KN_00005610,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,6,16-913978,8708 7090 00,DEU,"4.098,39","0,00",NEIN,NEIN
KN_00005611,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,7,SO74444,8501 2010 00,USA,"8.598,48","0,00",NEIN,NEIN
KN_00005612,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,8,SO11027,8477 5920 00,CHN,"7.999,90","0,00",NEIN,NEIN
KN_00005613,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,9,SO79013,8302 4980 90,USA,"9.498,50","0,00",NEIN,NEIN
KN_00005614,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,10,ANLASSER,8544 3000 00,IND,"13.221,22","0,00",NEIN,NEIN
KN_00005615,09.03.2026 13:01:38,DE-2025-595858,26.02.2026,11,E911324,8482 5000 00,CHN,"8.812,45","0,00",JA,NEIN
KN_00005616,09.03.2026 13:01:38,DE-2025-972077,05.02.2026,1,SCHWUNGRAD,8501 3200 00,KOR,"87.861,58","13.179,23",,JA
KN_00005617,09.03.2026 13:01:38,DE-2025-972077,05.02.2026,2,92-943947,8415 8100 10,MEX,"72.484,10","3.624,21",NEIN,NEIN
KN_00005618,09.03.2026 13:01:38,DE-2025-972077,05.02.2026,3,E984230,8511 2010 00,CHN,"1.154,03","86,54",JA,NEIN
KN_00005619,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,1,SO47603,8708 7090 00,TWN,"90.792,94","6.809,47",NEIN,NEIN
KN_00005620,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,2,LAGERSATZ,8302 4980 90,IND,"9.976,38","249,40",NEIN,NEIN
KN_00005621,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,3,EINSPRITZDÜSE,8511 5090 00,CHN,"274,58","13,73",NEIN,NEIN
KN_00005622,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,4,UNGÜLTIG-1681,8708 9590 00,POL,"9.651,92","723,88",NEIN,NEIN
KN_00005623,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,5,SO26477,8511 2010 00,USA,"161.586,64","0,00",NEIN,NEIN
KN_00005624,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,6,44-578991,8738 9991 90,USA,"4.985,69","0,00",,
KN_00005625,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,7,LAGERSATZ,8483 1010 10,CHN,"725,58","0,00",JA,NEIN
KN_00005626,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,8,26-532774,8414 3010 00,POL,"8.962,86","1.344,43",NEIN,NEIN
KN_00005627,09.03.2026 13:01:38,DE-2025-265377,10.01.2026,9,E334305,8408 2010 00,MEX,"482,56","24,12",,
KN_00005628,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,1,ÖLKÜHLER,8414 5920 00,MEX,"968,13","72,60",NEIN,NEIN
KN_00005629,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,2,86-926721,8534 1010 10,CHN,"195,77","0,00",NEIN,NEIN
KN_00005630,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,3,SO48460,8302 4100 00,CHN,"865,08","129,75",NEIN,NEIN
KN_00005631,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,4,78-708489,8481 2010 00,CHN,"2.470,26","61,75",NEIN,NEIN
KN_00005632,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,5,SO29924,8409 9110 00,CZE,"710,15","0,00",NEIN,NEIN
KN_00005633,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,6,E545211,8708 9915 00,MEX,"94.661,83","7.099,64",NEIN,NEIN
KN_00005634,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,7,39-522106,8511 1000 00,POL,"3.707,44","185,37",NEIN,NEIN
KN_00005635,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,8,SO23464,8415 8100 10,CHN,"493.011,03","0,00",NEIN,NEIN
KN_00005636,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,9,E995071,8421 3100 00,CZE,"2.643,98","264,39",NEIN,NEIN
KN_00005637,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,10,E115248,8302 4100 00,CHN,"95.224,63","9.522,45",JA,JA
KN_00005638,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,11,E169815,8414 8022 00,CZE,"9.502,28","475,11",NEIN,NEIN
KN_00005639,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,12,13-730686,8511 2010 00,DEU,"1.290,31","0,00",NEIN,NEIN
KN_00005640,09.03.2026 13:01:38,DE-2025-899163,03.03.2026,13,ANLASSER,5678 7200 56,CHN,"29.193,04","0,00",NEIN,NEIN
KN_00005641,09.03.2026 13:01:38,DE-2025-781638,11.01.2026,1,SO56468,8708 3021 00,MEX,"9.331,67","0,00",NEIN,NEIN
KN_00005642,09.03.2026 13:01:38,DE-2025-781638,11.01.2026,2,70-131071,8414 8022 00,CHN,"977,12","244,28",NEIN,JA
KN_00005643,09.03.2026 13:01:38,DE-2025-781638,11.01.2026,3,92-625682,8538 9010 00,USA,"25.701,52","0,00",NEIN,NEIN
